facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,complaints,footfall,hours_since_cleaning,inspection_date,hygiene_risk
FAC00384,Pune,Public Toilet,5.7,2.0,3.8,7,173,10.7,2024-08-31,Low
FAC00979,Bangalore,Park,6.2,6.6,7.4,5,258,6.4,2024-06-08,Medium
FAC00595,Delhi,Public Toilet,3.8,10,4.7,2,461,4.7,2024-04-27,High
FAC01156,Bangalore,Park,7.2,4.8,6.0,3,499,14.9,2024-03-22,Low
FAC00296,Bangalore,Railway Station,6.4,4.1,3.8,1,446,18.0,2024-06-18,Low
FAC00869,Bangalore,Public Toilet,8.0,3.0,6.1,7,391,20.2,2024-08-07,Medium
FAC00940,Delhi,Railway Station,5.4,5.8,0.1,5,244,0,2024-02-14,Medium
FAC00199,Kolkata,Market,4.5,8.3,6.6,3,325,12.1,2024-07-01,High
FAC01447,Kolkata,Park,5.0,4.7,6.3,0,218,16.1,2024-05-28,Medium
FAC01360,Mumbai,Public Toilet,5.2,3.3,0.9,0,0,32.4,2024-04-13,Low
FAC00734,Delhi,Railway Station,7.9,6.1,7.5,1,283,2.5,2024-04-29,Medium
FAC00129,Mumbai,Park,4.5,4.7,1.7,4,441,13.3,2024-11-17,Low
FAC00697,Delhi,Railway Station,9.0,5.9,3.5,1,230,20.7,2024-12-29,Low
FAC00712,Bangalore,Market,4.4,6.4,5.3,5,126,19.0,2024-04-13,High
FAC00274,Chennai,Bus Stand,6.3,6.0,1.0,1,406,20.2,2024-11-03,Low
FAC00513,Delhi,Market,6.0,1.4,3.5,5,138,15.7,2024-08-20,Low
FAC00491,Kolkata,Hospital,7.0,5.9,3.2,4,298,19.1,2024-04-21,Low
FAC00248,Delhi,Bus Stand,5.4,8.8,4.5,1,30,29.7,2024-10-06,Medium
FAC00917,Bangalore,Public Toilet,4.1,4.3,3.4,3,125,,2024-12-15,Medium
FAC00713,Mumbai,Market,10,8.0,3.6,5,142,17.4,2024-09-03,Medium
FAC01279,Delhi,Market,4.6,8.2,6.4,4,236,15.0,2024-10-30,High
FAC01357,Mumbai,Hospital,4.9,,5.0,1,201,19.7,2024-08-06,Low
FAC01192,Delhi,Hospital,2.8,4.9,5.0,6,96,21.3,2024-12-21,High
FAC00489,Chennai,Hospital,3.2,1.6,0.3,6,410,8.4,2024-07-19,Medium
FAC01268,Delhi,Hospital,10,3.5,3.4,2,234,23.8,2024-01-20,Low
FAC01378,Bangalore,Public Toilet,3.5,,4.3,7,217,9.8,2024-01-20,Medium
FAC01129,Bangalore,Railway Station,7.3,5.3,3.6,2,44,23.3,2024-08-25,Low
FAC01403,Delhi,Public Toilet,6.0,3.8,1.6,6,532,25.3,2024-05-27,Low
FAC00076,Chennai,Railway Station,7.0,5.3,4.9,1,204,8.4,2024-09-30,Low
FAC00943,Pune,Market,8.9,6.0,5.7,4,47,27.4,2024-04-05,Medium
FAC00561,Chennai,Bus Stand,5.1,6.6,2.9,6,519,16.1,2024-09-08,Medium
FAC01178,Pune,Railway Station,9.1,2.9,4.7,4,620,15.2,2024-07-17,Low
FAC01352,Chennai,Market,2.5,1.7,5.0,5,357,18.8,2024-03-13,High
FAC00983,Delhi,Public Toilet,7.8,5.2,3.7,4,226,20.0,2024-12-17,Low
FAC00585,Chennai,Railway Station,2.5,7.9,0.5,5,386,17.7,2024-02-13,High
FAC00408,Delhi,Bus Stand,7.4,8.2,4.7,2,286,22.0,2024-01-23,Medium
FAC01092,Delhi,Public Toilet,6.3,6.6,5.1,3,359,26.2,2024-04-20,Medium
FAC01275,Kolkata,Public Toilet,8.3,7.5,4.4,5,356,6.8,2024-01-10,Medium
FAC00014,Kolkata,Bus Stand,4.0,10,3.3,1,239,13.6,2024-04-27,High
FAC01490,Delhi,Railway Station,5.0,7.9,7.4,4,350,8.4,2024-11-15,High
FAC00584,Kolkata,Hospital,7.6,5.4,3.7,7,413,17.9,2024-03-07,Low
FAC00499,Bangalore,Market,6.4,3.7,5.4,7,550,11.6,2024-12-18,Medium
FAC00418,Pune,Park,7.8,6.2,2.2,4,520,6.6,2024-01-20,Low
FAC00061,Delhi,Railway Station,3.3,8.4,3.8,7,132,18.5,2024-11-16,High
FAC01459,Pune,Railway Station,5.5,4.4,1.8,0,542,8.4,2024-05-07,Low
FAC01160,Kolkata,Railway Station,4.4,6.1,5.1,6,353,30.1,2024-05-23,High
FAC00398,Chennai,Hospital,7.7,6.9,5.5,4,431,14.5,2024-07-09,Medium
FAC00371,Mumbai,Hospital,7.7,5.7,5.8,4,598,13.7,2024-09-22,Medium
FAC00982,Delhi,Bus Stand,6.2,2.1,3.8,6,290,20.3,2024-05-19,Low
FAC00151,Bangalore,Public Toilet,2.4,5.5,3.3,1,18,10.5,2024-07-25,Medium
FAC00349,Mumbai,Hospital,6.6,3.1,6.9,6,433,17.2,2024-11-16,Medium
FAC00581,Mumbai,Railway Station,9.3,7.4,4.7,6,594,2.7,2024-07-27,Medium
FAC00703,Bangalore,Public Toilet,4.4,3.4,6.5,2,215,,2024-11-30,Medium
FAC01347,Mumbai,Public Toilet,5.7,7.6,3.3,0,388,11.3,2024-03-04,Low
FAC00970,Bangalore,Park,7.0,3.4,2.8,4,327,8.1,2024-06-30,Low
FAC01499,Mumbai,Public Toilet,9.0,4.0,3.2,3,349,15.9,2024-01-02,Low
FAC00769,Kolkata,Railway Station,7.9,4.2,4.8,3,334,8.0,2024-04-03,Low
FAC01383,Pune,Park,4.5,4.4,0.5,4,363,10.4,2024-01-20,Medium
FAC00355,Bangalore,Market,7.6,8.0,2.6,7,418,5.7,2024-06-29,Medium
FAC00368,Kolkata,Market,7.1,1.9,2.2,1,470,16.6,2024-08-29,Low
FAC00559,Pune,Park,7.0,5.6,2.1,0,141,22.1,2024-02-09,Low
FAC01356,Pune,Bus Stand,10,4.9,2.6,2,604,16.7,2024-10-05,Low
FAC00914,Bangalore,Public Toilet,2.5,5.5,4.1,4,348,18.9,2024-10-04,High
FAC00632,Chennai,Park,8.4,3.7,1.8,3,242,19.3,2024-12-31,Low
FAC00631,Kolkata,Hospital,5.1,4.1,7.5,5,415,18.8,2024-10-24,Medium
FAC01037,Chennai,Bus Stand,5.7,7.0,4.8,0,173,0,2024-04-08,Medium
FAC01246,Chennai,Park,4.9,6.7,6.3,4,420,12.5,2024-03-18,High
FAC00670,Delhi,Hospital,4.7,4.7,4.0,6,578,24.0,2024-11-23,Medium
FAC00227,Kolkata,Public Toilet,3.7,6.2,5.3,3,191,13.4,2024-06-16,High
FAC00097,Pune,Bus Stand,3.5,10,2.3,3,262,11.8,2024-10-09,High
FAC00932,Kolkata,Bus Stand,6.5,5.0,5.0,5,124,13.1,2024-12-22,Low
FAC00629,Bangalore,Hospital,8.0,5.8,4.1,0,669,31.7,2024-09-23,Low
FAC00642,Chennai,Public Toilet,7.1,7.5,5.4,3,412,12.0,2024-10-23,Low
FAC00308,Bangalore,Hospital,9.1,5.5,7.9,0,275,10.0,2024-02-21,Medium
FAC00556,Mumbai,Bus Stand,7.5,7.0,3.8,3,713,4.0,2024-07-25,Low
FAC00074,Pune,Bus Stand,7.7,5.2,1.5,7,201,17.7,2024-12-05,Low
FAC01035,Chennai,Market,4.8,,1.7,3,525,22.7,2024-09-17,High
FAC01073,Chennai,Park,8.1,2.6,7.5,9,75,3.9,2024-05-31,Medium
FAC01346,Delhi,Railway Station,2.3,1.4,5.5,1,397,13.1,2024-08-17,High
FAC00716,Chennai,Railway Station,8.1,5.0,1.6,4,180,9.7,2024-04-09,Low
FAC00627,Pune,Market,8.5,3.4,7.0,0,262,20.8,2024-03-16,Low
FAC00519,Pune,Market,5.8,,2.8,4,228,0,2024-03-11,Low
FAC00047,Mumbai,Public Toilet,6.3,1.6,4.6,5,517,15.2,2024-11-29,Low
FAC00439,Mumbai,Park,6.7,2.7,6.1,0,22,25.7,2024-12-26,Low
FAC01088,Bangalore,Market,8.7,7.3,3.4,2,217,14.1,2024-06-28,Low
FAC00900,Bangalore,Public Toilet,3.8,6.5,6.5,1,454,20.9,2024-10-03,High
FAC00033,Mumbai,Park,4.9,4.3,5.1,0,398,13.6,2024-08-11,Medium
FAC00961,Chennai,Bus Stand,5.7,3.6,4.7,2,318,9.2,2024-08-05,Low
FAC01270,Chennai,Park,7.2,3.1,2.5,5,592,9.8,2024-01-27,Low
FAC00357,Mumbai,Bus Stand,6.1,4.4,5.1,9,285,5.0,2024-07-29,Medium
FAC00285,Kolkata,Bus Stand,6.0,2.7,6.5,5,460,9.8,2024-01-29,Medium
FAC01426,Delhi,Park,6.6,5.6,2.6,2,0,11.2,2024-03-09,Low
FAC01300,Kolkata,Park,6.6,6.3,3.4,8,317,28.5,2024-11-04,Medium
FAC01485,Mumbai,Hospital,5.9,6.4,1.3,2,0,13.6,2024-01-25,Low
FAC00919,Delhi,Market,5.3,8.2,6.7,0,291,14.5,2024-10-11,Low
FAC00707,Bangalore,Market,6.2,5.1,8.1,4,403,18.1,2024-03-11,Medium
FAC01083,Chennai,Hospital,3.5,3.5,7.2,2,521,23.1,2024-08-03,High
FAC01232,Pune,Bus Stand,7.3,4.1,5.9,2,246,23.0,2024-12-01,Low
FAC00739,Pune,Hospital,5.4,4.4,3.2,11,592,19.3,2024-04-25,Medium
FAC01500,Chennai,Hospital,5.6,3.6,3.7,4,480,8.9,2024-12-12,Low
FAC00312,Kolkata,Public Toilet,5.5,0,5.1,2,475,9.1,2024-07-02,Low
FAC01376,Chennai,Park,5.9,4.6,1.3,7,135,24.3,2024-05-15,Low
FAC00222,Bangalore,Public Toilet,7.1,3.7,4.9,3,281,4.1,2024-05-06,Low
FAC01165,Bangalore,Bus Stand,6.1,6.1,6.5,1,199,13.8,2024-06-01,Medium
FAC00694,Mumbai,Market,3.7,3.0,5.3,6,530,6.4,2024-10-18,Medium
FAC00981,Pune,Bus Stand,6.0,5.1,4.7,4,204,7.2,2024-12-14,Low
FAC00295,Pune,Park,8.7,3.7,0.5,3,496,0.2,2024-05-12,Low
FAC00403,Mumbai,Public Toilet,3.8,3.9,4.1,2,335,8.0,2024-11-16,Medium
FAC01007,Kolkata,Market,2.1,2.2,4.0,5,460,14.8,2024-08-23,Medium
FAC01197,Mumbai,Bus Stand,9.7,2.1,1.9,0,20,28.1,2024-02-17,Low
FAC00050,Mumbai,Railway Station,7.1,7.9,5.4,2,275,7.6,2024-10-16,Medium
FAC01203,Pune,Park,9.9,9.5,4.2,3,35,14.3,2024-07-07,Medium
FAC00850,Mumbai,Public Toilet,5.5,6.0,5.4,1,367,19.5,2024-06-09,Medium
FAC00770,Bangalore,Public Toilet,7.9,6.8,5.3,2,216,20.8,2024-04-07,Medium
FAC01090,Bangalore,Market,4.0,7.2,4.9,5,52,4.5,2024-09-29,High
FAC01172,Kolkata,Railway Station,4.8,3.4,8.4,5,327,16.3,2024-03-11,High
FAC01328,Chennai,Railway Station,6.3,4.3,3.9,0,251,15.6,2024-01-21,Low
FAC00029,Chennai,Public Toilet,6.3,6.3,5.4,0,134,20.2,2024-03-31,Medium
FAC00660,Pune,Market,6.5,7.0,2.6,5,425,14.2,2024-04-25,Medium
FAC01077,Chennai,Railway Station,3.6,6.4,4.6,3,422,18.6,2024-12-04,High
FAC01042,Kolkata,Park,3.3,5.8,0,5,545,17.3,2024-05-23,High
FAC01414,Delhi,Market,6.8,6.5,5.2,4,327,31.2,2024-02-27,Medium
FAC00761,Mumbai,Public Toilet,3.3,5.0,5.9,3,275,11.4,2024-11-20,High
FAC00726,Mumbai,Railway Station,6.4,2.7,3.0,7,243,19.8,2024-11-08,Low
FAC00725,Chennai,Market,5.8,10,2.7,0,426,15.4,2024-05-16,Medium
FAC01271,Mumbai,Hospital,6.9,8.3,4.4,5,365,38.0,2024-04-12,Medium
FAC01219,Bangalore,Park,9.7,4.6,4.8,3,459,31.3,2024-10-25,Low
FAC00265,Kolkata,Public Toilet,8.8,5.8,7.7,1,500,0.9,2024-07-21,Medium
FAC00392,Kolkata,Hospital,8.5,4.4,8.0,9,112,11.4,2024-08-10,Medium
FAC00908,Mumbai,Public Toilet,5.1,,4.5,0,375,4.0,2024-01-30,Low
FAC01081,Chennai,Hospital,4.3,5.3,7.7,0,384,15.8,2024-10-29,High
FAC01009,Pune,Park,5.4,2.6,4.6,4,571,0,2024-04-16,Low
FAC01299,Mumbai,Market,7.0,3.1,5.6,7,230,13.2,2024-06-23,High
FAC00579,Delhi,Railway Station,5.5,1.8,10,5,78,4.5,2024-12-09,High
FAC00898,Bangalore,Bus Stand,4.0,4.0,3.9,2,444,0,2024-02-06,Medium
FAC00066,Delhi,Park,6.0,5.2,5.0,0,79,7.7,2024-05-22,Low
FAC00696,Mumbai,Market,8.7,5.3,5.4,3,535,22.4,2024-09-16,Medium
FAC00902,Mumbai,Railway Station,8.3,4.4,4.0,4,294,10.3,2024-01-16,Low
FAC00532,Pune,Bus Stand,10,3.9,7.7,10,137,11.3,2024-10-20,Medium
FAC00711,Kolkata,Public Toilet,7.4,6.0,3.8,2,339,17.4,2024-04-30,Low
FAC01093,Kolkata,Market,4.9,10,6.1,1,130,17.8,2024-09-22,High
FAC00440,Mumbai,Bus Stand,7.9,6.8,7.7,0,325,23.9,2024-11-18,Medium
FAC01141,Bangalore,Public Toilet,5.9,7.8,6.7,2,363,12.5,2024-08-09,High
FAC00228,Delhi,Market,8.8,2.6,9.3,8,156,4.7,2024-08-07,Medium
FAC00655,Delhi,Market,5.0,5.9,6.3,4,452,10.4,2024-04-23,Medium
FAC01343,Chennai,Market,8.9,7.3,1.0,6,675,6.8,2024-07-03,Medium
FAC00104,Kolkata,Market,4.3,9.7,1.0,0,469,25.1,2024-09-05,Low
FAC00856,Mumbai,Bus Stand,4.0,7.3,0.7,5,399,13.2,2024-01-25,High
FAC00324,Bangalore,Market,4.9,3.1,2.7,9,128,19.4,2024-06-24,Medium
FAC00022,Pune,Railway Station,8.6,4.5,4.1,3,523,19.8,2024-12-08,Low
FAC00122,Delhi,Railway Station,3.2,9.0,6.9,3,288,21.7,2024-11-05,High
FAC00732,Delhi,Hospital,7.1,8.6,4.1,2,87,19.0,2024-05-23,Medium
FAC01199,Pune,Park,5.7,4.8,3.5,0,302,12.3,2024-05-20,Low
FAC01348,Kolkata,Bus Stand,5.3,3.5,3.6,0,466,16.3,2024-05-26,Low
FAC01456,Bangalore,Public Toilet,2.7,7.4,6.6,7,21,26.0,2024-01-26,High
FAC00277,Kolkata,Hospital,5.9,4.7,3.1,7,529,12.0,2024-08-02,Medium
FAC01185,Kolkata,Market,6.1,4.1,4.3,8,420,12.8,2024-01-23,Low
FAC00002,Pune,Market,6.6,8.1,1.5,2,269,6.0,2024-03-22,Medium
FAC01067,Chennai,Market,3.9,2.6,4.8,7,502,14.7,2024-10-22,Medium
FAC01080,Bangalore,Hospital,6.5,9.3,1.3,4,270,15.1,2024-05-21,Medium
FAC00549,Kolkata,Bus Stand,6.5,5.9,3.1,0,0,17.4,2024-03-04,Medium
FAC01216,Pune,Park,6.1,7.5,2.7,0,387,11.2,2024-07-04,Medium
FAC01390,Chennai,Hospital,5.9,3.5,7.6,4,0,,2024-06-13,Medium
FAC01371,Delhi,Railway Station,6.9,6.5,5.8,4,475,19.1,2024-11-17,Medium
FAC01114,Mumbai,Public Toilet,5.0,1.2,8.8,8,516,6.1,2024-11-09,Low
FAC00049,Chennai,Hospital,3.8,3.3,7.5,7,394,13.2,2024-07-11,Medium
FAC00345,Kolkata,Market,9.4,3.2,5.4,5,229,9.9,2024-01-28,Low
FAC01119,Mumbai,Public Toilet,5.2,5.1,4.3,0,266,2.0,2024-05-13,Low
FAC00111,Pune,Hospital,6.5,2.5,6.2,8,52,14.5,2024-10-16,Medium
FAC00797,Mumbai,Railway Station,5.1,2.5,6.6,1,433,13.7,2024-06-19,Medium
FAC00912,Pune,Market,6.6,6.4,6.1,3,314,8.5,2024-04-30,Medium
FAC00605,Chennai,Railway Station,4.7,5.1,0.4,6,230,14.6,2024-09-24,Medium
FAC00673,Delhi,Market,6.6,6.9,6.5,9,322,19.3,2024-12-12,High
FAC00292,Bangalore,Bus Stand,5.1,4.3,5.2,4,548,13.2,2024-11-29,Medium
FAC00040,Kolkata,Hospital,7.7,5.9,5.9,1,395,2.7,2024-08-14,Low
FAC00195,Kolkata,Public Toilet,4.6,7.1,4.9,4,409,22.3,2024-02-18,High
FAC00795,Mumbai,Park,9.0,3.1,3.8,7,327,24.0,2024-01-23,Low
FAC01040,Mumbai,Railway Station,4.2,8.3,8.1,3,567,15.5,2024-07-10,High
FAC00948,Chennai,Market,5.1,6.2,4.0,7,535,5.1,2024-07-19,Medium
FAC01422,Mumbai,Public Toilet,4.2,3.0,5.5,5,563,0.5,2024-03-12,Medium
FAC00171,Pune,Park,9.4,8.4,3.8,7,336,18.2,2024-07-31,Medium
FAC00205,Pune,Bus Stand,7.3,3.8,6.1,1,49,20.3,2024-11-04,Low
FAC00479,Kolkata,Market,7.3,7.9,1.0,1,335,23.4,2024-01-20,Medium
FAC00209,Kolkata,Hospital,8.5,5.3,2.6,6,535,8.1,2024-10-01,Low
FAC00057,Delhi,Railway Station,3.2,4.6,5.2,5,64,15.3,2024-02-21,Medium
FAC01468,Bangalore,Park,8.2,5.4,5.2,2,296,22.6,2024-04-25,Low
FAC01011,Kolkata,Railway Station,6.1,0,2.8,6,38,27.5,2024-02-26,Low
FAC00088,Mumbai,Public Toilet,6.4,6.1,6.7,0,267,21.8,2024-09-09,Medium
FAC00220,Mumbai,Bus Stand,6.9,7.3,1.8,2,163,19.0,2024-10-16,Low
FAC00665,Kolkata,Bus Stand,8.2,5.5,5.8,0,213,9.0,2024-06-17,Low
FAC00683,Chennai,Park,10,5.3,4.7,0,337,13.5,2024-07-25,Low
FAC00070,Chennai,Public Toilet,10.0,9.1,3.4,2,430,22.5,2024-02-28,Medium
FAC00020,Mumbai,Public Toilet,10,3.7,1.5,2,395,19.5,2024-06-09,Low
FAC01244,Kolkata,Public Toilet,6.2,6.0,3.5,3,148,17.5,2024-10-16,Low
FAC00422,Kolkata,Hospital,6.1,7.4,1.6,5,333,4.9,2024-10-14,Medium
FAC01395,Chennai,Public Toilet,6.5,4.2,2.7,6,566,13.8,2024-03-08,Low
FAC00814,Pune,Bus Stand,3.1,3.4,4.3,5,0,17.8,2024-12-14,Medium
FAC01373,Chennai,Hospital,6.3,6.4,2.0,3,483,13.8,2024-01-12,Medium
FAC00164,Bangalore,Railway Station,6.3,5.2,0.0,1,8,24.3,2024-05-27,Low
FAC00722,Kolkata,Public Toilet,9.0,6.7,1.6,3,309,9.1,2024-04-03,Low
FAC01334,Pune,Bus Stand,8.4,6.9,1.3,3,366,4.2,2024-11-19,Low
FAC00920,Delhi,Bus Stand,10,7.1,4.1,8,297,16.7,2024-09-10,Medium
FAC01146,Mumbai,Park,9.7,5.7,6.6,0,444,23.3,2024-12-06,Medium
FAC00806,Chennai,Hospital,6.3,5.7,5.7,1,337,5.0,2024-08-28,Medium
FAC00103,Bangalore,Hospital,4.5,4.6,6.5,7,580,16.5,2024-07-08,High
FAC00567,Kolkata,Bus Stand,2.8,5.5,4.0,2,190,34.1,2024-02-08,High
FAC00910,Kolkata,Railway Station,10,7.6,5.5,8,452,0,2024-07-06,Medium
FAC00913,Kolkata,Market,5.1,3.6,6.5,6,446,15.4,2024-05-22,Medium
FAC01264,Delhi,Hospital,7.1,4.5,4.6,5,422,8.9,2024-05-22,Low
FAC01301,Delhi,Market,5.1,6.9,1.5,0,177,28.1,2024-09-09,Medium
FAC00678,Delhi,Bus Stand,5.5,7.1,3.5,0,193,14.2,2024-01-19,Medium
FAC01477,Mumbai,Public Toilet,6.5,8.9,4.5,7,257,16.9,2024-05-28,Medium
FAC01107,Kolkata,Market,5.3,3.0,5.1,5,352,18.4,2024-12-03,Medium
FAC01309,Delhi,Public Toilet,10,7.1,4.3,4,180,21.0,2024-03-21,Medium
FAC00832,Kolkata,Public Toilet,4.5,5.9,3.4,3,199,16.6,2024-12-25,Medium
FAC00611,Bangalore,Market,5.9,4.2,7.0,4,392,18.7,2024-02-14,Medium
FAC00784,Kolkata,Railway Station,6.2,3.4,2.9,0,414,13.1,2024-07-24,Low
FAC00467,Delhi,Hospital,3.5,6.2,4.0,0,333,19.7,2024-07-19,Medium
FAC00652,Mumbai,Public Toilet,6.4,10,3.3,6,296,,2024-08-31,High
FAC01306,Pune,Park,4.9,5.4,4.6,3,196,0,2024-02-19,Medium
FAC00622,Delhi,Hospital,5.2,5.3,5.6,5,153,23.9,2024-02-20,Medium
FAC01121,Pune,Park,6.9,4.3,4.9,0,331,25.0,2024-01-22,Low
FAC01470,Pune,Public Toilet,4.8,3.9,6.5,2,190,29.6,2024-06-09,Medium
FAC01256,Kolkata,Public Toilet,8.9,3.9,4.1,2,389,19.9,2024-01-21,Low
FAC01317,Kolkata,Public Toilet,6.6,1.9,5.1,0,486,4.3,2024-11-22,Low
FAC00614,Kolkata,Public Toilet,6.8,5.4,2.6,6,260,0,2024-02-01,Low
FAC00515,Mumbai,Market,7.1,7.0,6.8,1,376,2.9,2024-04-27,Medium
FAC00449,Bangalore,Railway Station,5.1,3.0,3.6,0,343,9.1,2024-02-17,Low
FAC01406,Bangalore,Hospital,7.4,5.6,2.1,4,470,18.6,2024-06-13,Low
FAC00397,Bangalore,Railway Station,7.9,6.8,1.5,5,179,14.4,2024-02-22,Low
FAC00918,Mumbai,Public Toilet,9.6,5.4,3.8,7,444,15.5,2024-11-07,Low
FAC00880,Pune,Bus Stand,3.0,8.0,8.3,0,239,11.2,2024-03-12,High
FAC00080,Bangalore,Hospital,4.9,3.7,2.4,0,191,15.4,2024-10-27,Low
FAC01283,Mumbai,Railway Station,7.4,3.9,6.0,5,151,28.5,2024-04-28,Low
FAC01118,Mumbai,Bus Stand,9.2,5.6,8.1,5,488,22.9,2024-09-07,Low
FAC00560,Chennai,Public Toilet,6.7,1.9,5.5,8,195,14.4,2024-01-17,Low
FAC00831,Mumbai,Bus Stand,6.7,4.5,0,4,192,17.8,2024-06-20,Low
FAC00124,Mumbai,Railway Station,6.7,4.6,7.9,1,596,1.8,2024-07-16,Medium
FAC01086,Pune,Railway Station,7.7,5.2,4.0,4,0,20.4,2024-10-07,Low
FAC00862,Delhi,Railway Station,7.6,2.3,2.8,3,556,9.7,2024-03-07,Low
FAC00311,Delhi,Hospital,7.1,7.2,6.2,3,85,24.3,2024-02-27,Medium
FAC00691,Kolkata,Park,3.6,7.0,1.1,8,407,29.6,2024-03-22,High
FAC00496,Kolkata,Public Toilet,5.8,2.0,7.0,4,316,13.7,2024-07-19,Medium
FAC01074,Kolkata,Public Toilet,10,4.7,3.5,4,323,13.9,2024-11-09,Low
FAC00525,Bangalore,Public Toilet,4.4,7.6,2.6,0,396,10.5,2024-04-01,Medium
FAC01449,Mumbai,Hospital,6.4,6.0,0.2,5,362,10.9,2024-12-03,Medium
FAC00738,Kolkata,Market,8.0,7.7,5.6,0,208,10.0,2024-12-27,Medium
FAC01162,Mumbai,Market,2.6,3.8,2.9,9,252,17.0,2024-05-16,High
FAC01323,Kolkata,Market,7.7,2.2,4.2,4,270,3.1,2024-11-10,Low
FAC01349,Kolkata,Park,9.1,4.1,3.1,4,377,6.4,2024-08-03,Low
FAC00141,Kolkata,Market,6.4,5.0,2.7,3,387,4.4,2024-09-02,Low
FAC00376,Pune,Hospital,5.9,7.4,4.6,1,225,12.3,2024-04-03,Medium
FAC00455,Mumbai,Hospital,5.6,3.7,4.1,0,417,14.9,2024-08-30,Low
FAC00826,Pune,Market,9.7,7.8,2.7,8,395,20.4,2024-03-23,Medium
FAC01150,Bangalore,Hospital,8.2,2.7,4.9,6,389,8.2,2024-05-08,Low
FAC00721,Mumbai,Public Toilet,3.3,,5.3,1,386,26.9,2024-09-08,Medium
FAC00315,Pune,Bus Stand,3.5,6.7,1.5,4,262,10.5,2024-01-06,High
FAC01285,Kolkata,Public Toilet,7.9,6.6,6.2,2,370,11.5,2024-02-18,Medium
FAC00681,Delhi,Public Toilet,5.4,6.2,4.9,8,277,16.6,2024-05-21,Medium
FAC00529,Bangalore,Bus Stand,6.6,7.3,3.6,9,398,19.3,2024-10-01,Medium
FAC00073,Bangalore,Bus Stand,5.5,7.9,7.0,3,438,22.0,2024-08-21,High
FAC00145,Mumbai,Public Toilet,8.5,9.6,6.3,7,279,3.3,2024-01-15,High
FAC01179,Kolkata,Public Toilet,4.5,5.9,4.7,0,106,15.3,2024-02-09,Medium
FAC00170,Bangalore,Hospital,6.3,5.1,2.8,0,394,15.5,2024-12-26,Low
FAC01103,Mumbai,Hospital,5.2,,7.6,3,177,25.3,2024-10-12,High
FAC00637,Bangalore,Railway Station,5.7,7.8,5.9,5,225,18.7,2024-01-25,Low
FAC01405,Chennai,Railway Station,4.4,3.4,7.8,5,465,7.6,2024-10-10,High
FAC00972,Delhi,Park,7.0,2.4,2.5,2,299,15.5,2024-08-05,Low
FAC01278,Bangalore,Hospital,4.3,4.6,3.7,6,355,,2024-12-06,Medium
FAC01055,Chennai,Hospital,6.8,7.3,5.0,2,480,29.8,2024-03-02,Medium
FAC00181,Pune,Bus Stand,6.8,1.7,5.0,10,513,13.1,2024-10-29,Medium
FAC01182,Delhi,Public Toilet,5.9,10.0,7.5,0,420,31.2,2024-08-31,High
FAC00237,Bangalore,Railway Station,6.1,6.0,8.8,0,241,14.1,2024-01-07,Medium
FAC01380,Mumbai,Hospital,7.6,4.2,4.4,0,161,5.6,2024-08-22,Low
FAC01453,Mumbai,Park,6.4,3.2,6.0,2,0,12.5,2024-08-12,Low
FAC00527,Kolkata,Railway Station,5.1,7.2,3.5,2,619,20.2,2024-07-29,Medium
FAC00270,Mumbai,Market,7.0,2.3,6.8,4,235,16.3,2024-07-11,Low
FAC00706,Kolkata,Park,7.8,8.4,2.4,0,289,11.4,2024-04-29,High
FAC00845,Delhi,Bus Stand,7.4,4.8,5.0,4,228,13.7,2024-06-16,Low
FAC00437,Delhi,Hospital,5.6,4.4,2.8,6,379,18.9,2024-07-30,Medium
FAC01174,Kolkata,Public Toilet,7.6,5.7,2.7,4,609,22.0,2024-03-18,Low
FAC01385,Bangalore,Railway Station,6.1,3.6,4.0,4,274,9.7,2024-07-10,Low
FAC00847,Bangalore,Bus Stand,10,3.9,4.6,5,464,3.5,2024-10-27,Low
FAC00960,Mumbai,Market,7.0,3.0,3.4,8,210,25.3,2024-02-11,Low
FAC01069,Mumbai,Park,7.1,3.2,1.6,2,247,7.6,2024-11-24,Low
FAC01399,Mumbai,Public Toilet,6.7,6.3,9.1,2,606,11.0,2024-01-04,High
FAC01304,Mumbai,Market,9.4,2.7,8.6,7,265,11.7,2024-05-03,Medium
FAC00465,Bangalore,Railway Station,8.1,6.0,6.4,5,225,0,2024-07-01,Medium
FAC00601,Chennai,Public Toilet,8.5,2.7,3.8,9,312,3.9,2024-05-02,Low
FAC00671,Bangalore,Public Toilet,6.6,8.2,4.8,8,457,11.9,2024-01-04,Medium
FAC01410,Mumbai,Hospital,9.0,9.5,5.8,2,236,16.6,2024-10-26,Medium
FAC00640,Pune,Public Toilet,5.0,4.0,6.1,2,548,17.4,2024-03-25,Medium
FAC01176,Pune,Bus Stand,7.4,6.5,7.4,4,208,6.2,2024-02-24,Medium
FAC01033,Kolkata,Market,5.0,4.4,6.8,4,531,6.8,2024-11-21,Medium
FAC01430,Bangalore,Public Toilet,8.8,3.2,10,5,471,10.4,2024-09-10,Medium
FAC00526,Delhi,Market,7.5,6.4,3.8,0,457,7.1,2024-10-04,Low
FAC00991,Bangalore,Public Toilet,5.6,4.3,5.4,6,446,28.5,2024-10-11,Medium
FAC00010,Kolkata,Bus Stand,5.9,4.5,7.2,0,337,,2024-05-14,Medium
